SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
520081,EAST C.STEEL,P ,Q,18,19.61,18,19.61,19.61,18.68,2,200,3761,
520086,SICALLOG    ,T ,Q,286.3,286.3,284,286.3,286.3,272.7,92,607725,164541566,
520111,RATNAMNI MET,A ,Q,3431.9,3435.4,3325,3333.4,3341,3402.55,1126,4015,13505123,
520113,VESUVIUS IND,A ,Q,3482.05,3500.3,3451,3464.35,3460.5,3465.3,322,880,3063077,
520119,AUTOMOTIVE S,B ,Q,460,462.5,446.35,448.4,448.4,456.1,569,6454,2913403,
520121,ARCEE INDUST,X ,Q,6.3,6.61,6.3,6.61,6.61,6.3,13,990,6428,
520123,ABC INDIA   ,X ,Q,129.25,131.4,125.2,127.2,127,128.5,100,4650,592082,
520127,BALURGHAT TE,XT,Q,18.8,18.89,17.82,18.69,18.69,18.75,73,33315,610150,
520141,SIBAR AUTO  ,XT,Q,11.67,11.67,11.25,11.25,11.25,11.45,40,15868,183831,
520151,SHREY SH LOG,B ,Q,285.85,288,283.8,287.1,288,284.05,126,2223,635491,
520155,STARLOG     ,X ,Q,33.95,33.95,33.29,33.75,33.75,32.99,45,6551,219440,
521005,TITANIN     ,X ,Q,61.7,61.7,57,57.56,57,59.95,515,86965,5084722,
521014,EUROTEX IND ,B ,Q,14.08,14.52,13.51,14,14.22,14.03,124,6072,85653,
521016,INDO COUNT  ,A ,Q,297,298.2,292.15,293.2,293.2,297.05,1441,42410,12483694,
521018,MARAL OVERS ,B ,Q,80.14,81,76.92,78,78,78.66,496,18522,1468205,
521034,SOMA TEXTILE,T ,Q,22,22.35,22,22.35,22.35,21.95,21,7952,175994,
521048,ADV LIFESTY ,XT,Q,45.99,45.99,43.6,44.5,44.5,45,25,1290,57863,
521054,KAKATIYA TEX,XT,Q,24.98,24.98,23.62,24.6,24.6,24.36,33,3472,85937,
521062,OCTAVE      ,XT,Q,2.59,2.59,2.54,2.54,2.54,2.59,22,5410,13839,
521064,TRIDENT     ,A ,Q,45.97,48.99,45.96,47.48,47.48,45.94,16903,5964709,284458031,
521070,ALOK INDS.  ,A ,Q,36.99,37.29,33.76,34.52,34.52,36.79,14607,5416181,189002817,
521080,PASARI SPIN ,X ,Q,7.4,7.51,7.4,7.51,7.51,7.51,8,1513,11290,
521097,AMARJOTHI SP,X ,Q,180.35,200,180.35,188.4,188.4,180.35,565,39523,7583860,
521105,OLYMPIA IND.,X ,Q,70.05,72,68.5,69.09,69.05,70.35,41,2801,196242,
521109,NAGREEKA EXP,T ,Q,63,66,63,64.25,65,63.01,30,4737,306697,
521113,SUDITI IND. ,X ,Q,17.96,17.96,16.51,16.51,16.51,16.77,49,17022,292905,
521131,SBFL        ,XT,Q,26.08,26.08,26.08,26.08,26.08,26.61,2,210,5476,
521133,GEM SPINNERS,P ,Q,6.01,6.01,6.01,6.01,6.01,6.01,2,200,1202,
521137,EUREKA IND. ,X ,Q,4.3,4.35,3.96,4.03,3.96,4.16,307,192562,792244,
521141,ADITYA SPIN.,XT,Q,31,31,29,29.8,29.8,30.06,46,5602,165684,
521149,PRIME URBAN ,X ,Q,11.3,11.8,10.5,11.16,11.25,11.09,90,35182,403941,
521151,DHANLXMI FAB,X ,Q,63,66,61,63.02,61,62.72,72,6734,432861,
521161,SRI LAK.SAR.,X ,Q,42.8,47.55,41.66,42.71,42.71,43.43,38,1492,65135,
521163,ZODIAC CLOTH,B ,Q,139,143.65,135.4,137.35,136.95,136.75,318,9310,1314023,
521178,SRI RAMK.MIL,XT,Q,47.5,48.31,46.51,48.31,48.31,46.01,164,28275,1348923,
521180,SUPER SPIN. ,T ,Q,8.77,8.77,8.45,8.74,8.74,8.6,30,35770,310952,
521188,UNITED TEXT.,XT,Q,18.79,18.79,17.35,17.9,17.9,18.22,68,7133,129857,
521194,SIL INVEST  ,B ,Q,437.55,437.55,415.5,425.55,429.55,427.7,89,13224,5693588,
521200,SURYLAK.COTT,B ,Q,77.06,78.95,75.3,75.72,75.4,78.12,118,3482,267300,
521206,SAMTEX FASH.,X ,Q,2.65,2.85,2.6,2.6,2.6,2.73,210,155241,410272,
521210,CITYMAN     ,XT,Q,17,17,17,17,17,17,8,605,10285,
521216,DHAN ROTO SP,X ,Q,144,146.4,138.65,144.1,145,141.2,133,5210,752134,
521220,DAMOINDUS   ,B ,Q,58.7,60.9,58.11,58.48,58.11,59.6,123,4012,240061,
521222,SANBLUE     ,X ,Q,43.24,43.24,37.26,40.17,41,39.95,55,2565,101900,
521226,UNI ROYAL IN,XT,Q,20,20,18.75,19.93,20,19.05,24,2190,43326,
521228,TATIA GLOB  ,X ,Q,3.99,3.99,3.99,3.99,3.99,4.19,1169,336044,1340815,
521232,SUNIL INDUS.,P ,Q,49.75,49.75,47.51,47.51,47.51,47.99,6,1100,54249,
521234,SRI NACHAMAI,X ,Q,35.56,35.56,33.43,35.2,35,34.7,29,1217,41739,
521238,KDL         ,XT,Q,65.15,65.15,65.15,65.15,65.15,63.88,3,1200,78180,
521240,SAMBANDAM SP,X ,Q,183,185,182,183,182,184.65,20,4977,914987,
521242,KANDAGIRI SP,XT,Q,21.39,21.39,21.39,21.39,21.39,20.98,9,1000,21390,
521244,CHITRA.SPIN.,XT,Q,94.25,94.25,94.25,94.25,94.25,92.41,6,545,51366,
521246,PARAS PETRO ,T ,Q,2.83,2.83,2.82,2.83,2.83,2.7,784,1091358,3088315,
521248,KITEX GARMEN,B ,Q,233.1,233.8,231.55,232.4,232.4,233,385,14126,3288776,
522001,CRANEX LTD. ,XT,Q,60.99,60.99,56.15,56.56,56.56,59.1,119,22647,1303835,
522004,BATLIBOI LTD,X ,Q,111.05,114.87,107.2,108.32,107.2,112.71,346,41168,4534610,
522005,AUSTIN ENGG.,X ,Q,218,220,210,215.2,215.2,213.15,199,11878,2576894,
522014,UNITED DRILL,B ,Q,304.95,309,291.25,292.7,291.25,298.3,416,7387,2229958,
522017,FLUIDOMAT   ,X ,Q,653,653,630.05,630.8,630.05,641.15,193,4126,2627404,
522027,EMA INDIA   ,X ,Q,24.15,24.15,24.05,24.05,24.05,23,7,976,23549,
522029,WINDSOR MACH,B ,Q,85.56,86.01,85,85.23,85.04,84.87,64,2494,213727,
522034,SHANTHI GEAR,B ,Q,572.15,574,565,567.55,568.7,570.45,227,2110,1198680,
522036,MIVEN MACHIN,XT,Q,94.04,95.92,94.04,95.92,95.92,94.04,24,2719,260096,
522064,HONDAPOWER  ,B ,Q,2364.95,2364.95,2330.95,2340.25,2341,2320.05,35,119,278249,
522073,HITECHGEAR  ,B ,Q,499,499,487,490.45,490.05,497,153,2804,1386221,
522074,ELGI EQUIP  ,A ,Q,540.55,540.55,533.05,535.7,535,532.95,800,10842,5808393,
522091,UV DER HORST,X ,Q,244.3,244.3,225.4,232.45,232.45,232.7,308,12448,2968915,
522101,KILBURN ENGG,XT,Q,275,280,266,275.85,277.95,275.9,452,78730,21585379,
522105,BIRLA PRETEC,XT,Q,52.05,53.28,52.05,52.41,52.41,52.56,180,43488,2301014,
522108,YUKEN INDIA ,B ,Q,738,745,733.6,742,742.8,729.55,81,304,224678,
522113,TIMKEN (I)  ,A ,Q,3386.55,3390,3334,3353.95,3358.85,3361.75,480,1801,6052981,
522122,VOITH PAPER ,X ,Q,2190,2199,2080.15,2094.75,2094.75,2137.65,109,983,2083874,
522152,SOLITAIR MC ,XT,Q,88.3,89.95,87,89.65,89.95,90.01,54,6639,584928,
522163,DIACABS     ,T ,Q,187.6,187.6,187.6,187.6,187.6,183.95,6,182,34143,
522165,INDSIL HYD  ,XT,Q,72.5,73.95,67.41,67.41,67.41,70.95,546,222079,15191497,
522183,ITL INDUSTRS,X ,Q,360.55,387,360.55,367.2,367.2,367.35,363,21403,7959186,
522195,FRONTIER SPR,X ,Q,1225.6,1295,1203,1227.55,1227.55,1253.2,332,8449,10434576,
522205,PRAJ IND.LTD,A ,Q,538.1,543.85,533.3,534.3,534.3,538.05,1035,20988,11296847,
522207,RASANDIK ENG,X ,Q,122.65,122.65,117,117.05,117.05,118.8,89,4190,497219,
522209,YOGI SUNGWON,X ,Q,4.4,4.4,4.28,4.3,4.3,4.45,21,5885,25811,
522215,HLEGLAS     ,A ,Q,563.95,565.3,555,556.75,559,561.65,1112,11331,6329733,
522217,GUJ APOIND  ,B ,Q,285,301,282.95,298.15,298.15,279.75,1387,47910,14082373,
522229,TANEJA AERO.,X ,Q,355,360,350,353.5,353.5,354.4,586,30399,10783657,
522231,CONART ENG. ,X ,Q,69.9,72.9,68.8,69.11,69.11,66.2,353,57271,4046830,
522235,MINAL IND   ,XT,Q,4.98,4.98,4.81,4.81,4.81,4.9,81,56180,276597,
522241,M.M.FORGINGS,B ,Q,1016.05,1016.05,982,991.1,995,1001.2,758,6704,6687473,
522245,IYKOT HITEC ,XT,Q,22.71,23.84,22.71,23.19,23,22.71,12,10784,251747,
522249,MAYUR UNIQ. ,B ,Q,557.3,566,553.6,560.4,561.5,555.6,307,2702,1505685,
522251,CENLUB INDUS,X ,Q,409.85,470,390,453.35,453.35,400.05,819,46122,19978292,
522257,RAJOO ENGIN.,XT,Q,201.7,209.8,201.7,202,202,205.8,694,305547,61948805,
522261,DOLPHIN OFF.,T ,Q,1559.4,1559.4,1559.4,1559.4,1559.4,1528.85,6,65,101361,
522267,VEEJAY LAKSH,XT,Q,48,48.66,46.05,48.66,48.66,46.35,45,5518,266309,
522273,AHMED.STEEL ,X ,Q,33.21,34.18,32.56,32.61,32.56,32.56,68,2711,90928,
522275,GET&D       ,T ,Q,620,642,605,626.6,626.65,621.5,112,2470,1555012,
522281,RAM RAT.WIRE,B ,Q,315.2,320.25,306.9,313.25,313.25,309,537,6207,1950902,
522285,JAY NECO IND,B ,Q,46.56,47.39,45.75,45.98,45.79,46.56,458,39715,1839036,
522287,KPIL        ,A ,Q,750.85,750.85,733.55,737.1,733.55,741.65,449,5956,4408332,
522289,NMSRESRC    ,XT,Q,73.6,73.6,73,73.6,73.6,73.6,19,1898,139691,
522292,CANDOUR     ,X ,Q,52.5,55,52,54.18,54.5,52.86,218,46928,2525538,
522294,T & I GLOBAL,XT,Q,303,310,300.1,310,310,313.4,33,756,228516,
522295,CONTROL PRNT,B ,Q,1020.85,1038.65,1014.25,1020.95,1018,1030.25,518,2542,2600468,
522650,BEMCO HYDRAU,XT,Q,967,970,898,917.5,947,944.9,53,373,344688,
523007,ANSAL BUILD.,X ,Q,103.45,120.61,101.05,120.32,120.32,100.51,1253,262174,30774449,
523011,WEIZMANN LTD,T ,Q,108.5,109,107.25,108.3,107.25,108.5,36,1252,135397,
523019,B.N.RATHI SE,XT,Q,110.2,110.9,101.85,106.02,106.02,105.96,208,20926,2268715,
523021,RISHITECH   ,XT,Q,38.79,38.79,36,37,37,36.95,26,3141,115359,
523023,SINCLAIR HOT,X ,Q,227.9,247.8,227.9,242.75,242.75,228.3,1283,132169,31588971,
523025,SAFARI IND. ,A ,Q,1940,1940,1895.75,1902.05,1902.05,1903.1,958,4244,8122028,
523054,BIN.TEX.PR(P,XT,Q,845.3,845.3,845.3,845.3,845.3,805.05,6,127,107353,
523062,JJ FINANCE  ,XT,Q,17.44,17.44,17.4,17.4,17.4,17.1,4,32,557,
523100,COSMO FERR. ,XT,Q,239.8,239.8,231,234.4,234.4,233.8,57,2053,477576,
523105,CROPSTER    ,XT,Q,339.2,339.2,339.2,339.2,339.2,323.05,4,175,59360,
523113,FUTURA SEC. ,XT,Q,21.23,21.23,21.23,21.23,21.23,21.23,2,264,5604,
523116,SANCO TRANS ,X ,Q,650.3,665.9,650.3,659.15,665,650.3,16,79,52198,
523120,ADOR MULTI. ,X ,Q,40,40,38.7,38.92,39,39.83,77,13135,518254,
523127,EIH ASSO.HOT,B ,Q,505.3,523.6,501.5,519.55,519.05,510.1,866,13854,7163534,
523144,MEDI CAPS   ,X ,Q,53.11,55.45,52.02,53.27,52.8,52.45,188,21460,1150759,
523151,OTCO INTERN.,X ,Q,6.6,6.6,6.6,6.6,6.6,6.6,8,195,1287,
523160,MORGAN CRU  ,X ,Q,1640,1662.15,1600,1621.95,1635.3,1626.15,141,2471,4030841,
523186,BA PACK     ,XT,Q,239.55,264.75,239.55,263.8,263.8,252.15,160,6404,1626946,
523204,ABAN OFFSHO ,T ,Q,61.6,62.88,61.09,61.48,61.1,59.89,607,57226,3570203,
523207,KOKUYOCMLN  ,B ,Q,144.45,144.45,141.2,142.35,142.2,141.6,128,6370,907101,
523222,SRM ENERGY  ,XT,Q,19.12,19.12,19.12,19.12,19.12,18.75,10,550,10516,
523229,BHARAT SEATS,X ,Q,191,199,185,188.3,188.3,188.45,866,73777,14259504,
523232,CONT.PETRO  ,XT,Q,81.53,81.53,80,81.53,81.53,77.65,243,44062,3583547,
523242,NB FOOT WEAR,P ,Q,7.93,7.93,7.93,7.93,7.93,7.78,5,1100,8723,
523248,MACHINO PLAS,XT,Q,223.1,234.3,220,223.85,223.5,229.95,40,1089,244708,
523260,PEARL POLYME,B ,Q,31.73,31.84,31,31.02,31.15,31.27,264,52281,1628044,
523261,VENKEY'S (I),B ,Q,1988.45,2086.95,1988.45,2012.45,2013,1988.4,3169,21131,43131007,
523269,ADVANI HOTEL,B ,Q,117.6,117.9,113.2,114.9,114.95,115.7,476,14432,1659990,
523277,G.V.FILMS   ,XT,Q,0.7,0.74,0.69,0.74,0.74,0.71,2227,6461429,4724616,
523283,SUPER HOUSE ,B ,Q,251.9,253.05,249.8,250.7,250.4,251.05,97,871,218758,
523289,RAMA VISION ,XT,Q,76.08,79.85,76.08,76.09,79.85,80.08,81,9686,736914,
523301,TCPL PACK   ,B ,Q,2117.6,2179.55,2117.6,2153.3,2166.25,2160.8,83,355,766094,
523309,SHRIGANG IND,XT,Q,125.85,129,122.6,125,126.95,125.85,77,10952,1379232,
523319,BALMER LAWRI,B ,Q,251.05,258,243.7,255.55,255.55,248.1,3947,281657,70879882,
523323,KOVAI MEDI. ,B ,Q,3210,3265,3171.3,3218.4,3218.4,3190.15,466,4138,13371619,
523329,ELDECO HOUS.,B ,Q,777.6,818.4,773.35,780.6,780.6,769.95,360,2345,1867297,
523367,DCMSHRIRAM  ,A ,Q,1050,1060.4,1030.6,1035.25,1034,1047.85,1128,6865,7192243,
523369,DCM SHR.IND ,B ,Q,172.5,174.65,167.6,168.05,170.4,172.45,819,26260,4458655,
523371,MAWANA SUGAR,B ,Q,95.02,96.54,95.02,96,96,95.68,91,2717,261157,
523373,MINI DIAMOND,XT,Q,17.74,18.98,17.71,18.1,18.1,18.64,23,1594,29320,
523384,MAH.RAS.APEX,B ,Q,147.05,152.7,145.65,147.85,148.4,143.95,112,1154,170048,
523385,NILKAMAL L  ,B ,Q,2199.55,2211.8,2199.55,2205.4,2211.8,2196.35,15,37,81543,
523391,NAHAR POLY  ,B ,Q,224.05,225.85,223,224.65,224.55,223.9,84,1033,231390,
523395,3M INDIA LTD,A ,Q,34109.7,34248.9,33921.2,34079.45,33959,34046.05,79,130,4426137,
523398,JCHAC       ,B ,Q,1260,1279.05,1249.6,1254.65,1252.55,1254.65,236,1832,2309339,
523405,JM FINANCIAL,A ,Q,99.05,102.82,99.05,101.31,101.31,98.47,2585,358912,36466316,
523411,ADCINDIA    ,XT,Q,1010,1021,965.05,984.75,980,1004.35,79,2610,2578793,
523419,TAMIL.TELE. ,B ,Q,12.53,12.53,11.35,11.35,11.35,11.94,322,93151,1099577,
523425,SUNRAJ DIAM.,X ,Q,7.55,7.92,7.2,7.91,7.91,7.55,14,10396,79196,
523445,REL INDL INF,A ,Q,1537.8,1604,1501.85,1510.5,1510.5,1515.65,8348,185931,288818539,
523457,LINDEINDIA  ,A ,Q,5569.05,5576.15,5529.65,5543.75,5547,5533.65,290,1107,6144985,
523465,IND.BANK HSG,B ,Q,43,43.75,41.96,42.6,42.6,43.49,72,6783,290385,
523467,JAIMATA GLAS,XT,Q,2.16,2.16,2.16,2.16,2.16,2.27,577,411478,888792,
523475,LOTUS CHOC  ,XT,Q,334.5,335,309,319.55,319.9,319.85,226,13462,4328843,
523483,PACIFIC IND.,X ,Q,207.2,209.8,207.1,207.1,207.1,208.2,52,4518,936289,
523489,CMM HOSPITAL,XT,Q,40,40.5,39,39.05,39.99,40,45,1013,39969,
523519,UNI OFF AUTO,XT,Q,7.5,7.56,7.2,7.56,7.26,7.2,46,9468,70752,
523537,APM INDUS.  ,X ,Q,68.75,68.75,64.06,64.31,64.31,66.3,355,54348,3585862,
523539,PRECISION WR,B ,Q,129.1,129.75,123,124.65,124.65,128.85,1148,56788,7095043,
523550,KRYPTON IND ,X ,Q,36.5,37.5,34.25,34.97,34.52,35.85,242,34724,1238627,
523558,SWISSMLTRY  ,X ,Q,21.94,21.99,20.9,21.75,21.75,21.51,1805,589738,12719429,
523566,MARTIN BURN ,XT,Q,62.15,67.9,61.9,63.21,67.5,65.15,70,15755,1030436,
523586,IND.TONERS  ,X ,Q,323,323.75,318.1,319.45,320.9,318.6,167,7933,2539815,
523594,KUNSTSTOFFE ,X ,Q,26,26,25,25,25,25,37,4972,125971,
523598,SHIPP.CORPN ,A ,Q,172.75,178,171.4,172.45,172.45,171.35,4481,507867,88536369,
523606,SIKA INTER. ,X ,Q,1768,1768,1662.05,1680.2,1680.2,1740.3,449,4570,7717822,
523610,ITI LTD.    ,A ,Q,308.85,309.5,305.1,305.8,305.8,306.7,1852,101038,31028268,
523618,DREDGING COR,B ,Q,628.85,652,619.05,623.25,623.25,620.15,2807,59256,37770655,
523620,PHARMASIA   ,XT,Q,33.22,34.8,31.76,32.03,32.03,33.22,16,1024,35081,
523628,PODDAR      ,Z ,Q,116.45,116.45,114.15,114.15,114.15,116.45,17,825,94357,
523630,NATIONAL FER,A ,Q,102.71,103.2,101.29,101.8,101.8,102.11,3138,421360,43007704,
523638,IP RINGS LTD,X ,Q,204.9,205,199.05,199.7,199.1,201.8,137,11472,2309640,
523642,PI INDUS.LTD,A ,Q,3500.15,3512.05,3434,3448.95,3448.95,3483.3,1477,6601,22857601,
523648,PLASTIBLEND ,B ,Q,320.3,321.3,308.75,310.1,311,340.7,2099,43973,13784759,
523650,YASHINNO    ,XT,Q,30.72,30.72,30.72,30.72,30.72,29.26,18,11317,347658,
523652,KKPLASTICK  ,XT,Q,15.75,15.75,14.97,15.75,15.75,15.75,7,407,6298,
523660,WATERBASE   ,B ,Q,86.75,98.7,86.5,95.64,95.64,85.88,6974,1426280,134385327,
523672,FLEX FOODS  ,X ,Q,106.1,108.8,105,106.05,107,107,112,14435,1542529,
523676,GOLKUNDA DIA,X ,Q,159.7,160,154,156.75,156.75,156.5,294,17872,2819311,
523694,APCOTEX IND ,B ,Q,502.45,510.15,501.3,503.8,503.8,502.45,90,781,393647,
523696,FORTIS MLR  ,XT,Q,59.94,60,58.7,59.72,59.7,59.21,140,12322,736337,
523704,MASTEK LTD  ,A ,Q,2807.1,2950,2807.1,2865.35,2865.35,2751.35,4148,24777,71431599,
523708,EIMCO ELECON,T ,Q,1689.75,1689.75,1625.05,1650,1650,1643.05,8,41,67191,
523710,SAYAJI HOTEL,X ,Q,279.2,285,272,279.05,279.05,275.4,124,3086,862196,
523716,ASHIANA HOU ,B ,Q,272.8,320.85,271.95,311.8,311.8,271.35,6476,195170,60058801,
523722,SVAM SOFTWAR,X ,Q,2.88,2.88,2.88,2.88,2.88,2.75,30,22614,65128,
523732,ECO BOARD IN,X ,Q,32.26,33.98,32.26,32.56,32.66,33.75,128,22502,738959,
523736,DVL         ,B ,Q,342.5,362.1,339.05,351.15,349.8,343.95,932,9149,3251662,
523752,TIHIL       ,XT,Q,29.69,29.69,29.1,29.1,29.1,29.69,14,2525,73971,
523754,MAHEPC      ,B ,Q,148.25,148.25,141.55,142.7,142.3,145.3,349,8715,1261798,
523782,MITSHI      ,X ,Q,29.01,33,29.01,32.68,32.68,30.02,234,61961,1966664,
523790,SHUKRA JEW  ,P ,Q,10.6,10.6,10.6,10.6,10.6,10.49,7,2300,24380,
523792,MAZDA LTD   ,B ,Q,1525,1545.45,1500.65,1530,1530,1443.95,1729,18800,28626809,
523826,SOVEREIGN DI,X ,Q,25,25.51,24.02,24.5,24.5,24.85,104,10755,263589,
523828,MENON BEAR. ,B ,Q,143,143.5,140,140.85,141.45,141.7,330,15955,2255416,
523832,MUKAT PIPES ,XT,Q,18.76,18.76,18.76,18.76,18.76,19.14,36,14363,269449,
523836,GUJ.RAFFIA  ,T ,Q,52.35,52.35,52.35,52.35,52.35,53.41,16,2298,120300,
523838,SIMPLX INFRA,T ,Q,83.72,83.72,83.72,83.72,83.72,85.42,20,1384,115868,
523840,INN.TECH.PAC,XT,Q,30.55,31.48,29.06,29.13,30.9,30.55,33,4612,139091,
523842,SUPER TANNER,X ,Q,11,11,10.57,10.66,10.75,10.93,427,131820,1414559,
523850,AXTEL INDUS.,X ,Q,553,553,535.6,544.85,545,540.4,332,17481,9503407,
523874,PRECI CONTNR,XT,Q,1.64,1.64,1.64,1.64,1.64,1.64,30,10467,17165,
523896,APIL        ,X ,Q,32.5,32.5,29.51,29.51,29.51,30.99,12,1750,54150,
524000,POONAWALLA  ,A ,Q,491.45,500,487.35,496.6,496.6,491.45,4515,158864,78206958,
524013,HIND.FLUROCA,T ,Q,21.85,21.85,20.3,21.32,21.32,21.36,137,23834,489582,
524019,KINGFA      ,B ,Q,2281.6,2285,2213,2258.2,2285,2295.95,139,1199,2688332,
524031,PATIDAR     ,XT,Q,12.8,12.8,12.8,12.8,12.8,12.55,6,951,12172,
524037,RAMA PHOSPH ,B ,Q,240.05,240.1,233,234.3,234.65,237,203,2305,542718,
524038,VENLON ENTR ,XT,Q,6.25,6.28,5.83,6.04,6,6.13,35,17478,104567,
524051,POLYPLEX    ,A ,Q,1129,1141.9,1116.4,1118.75,1122,1122.15,1909,15375,17318666,
524075,ALBERT DAVID,B ,Q,1102,1115.1,1086.6,1095.55,1092,1105.15,353,2079,2285113,
524080,HAR.LEATHER ,XT,Q,74.46,75.59,71.55,74.08,74.99,72.65,39,1786,132033,
524091,CARYSIL     ,B ,Q,854.65,864.9,845,855.7,864,852.85,809,8934,7632161,
524109,KABRA EXTR  ,B ,Q,424,439.6,422.6,430.45,429.6,420.55,1076,21415,9214652,
524129,VINYL CHEM  ,B ,Q,446,470.5,446,456.9,457,455.1,341,2814,1300217,
524136,PEE CEE COSM,XT,Q,364,366.6,341.05,350,350,349.15,59,4218,1509063,
524156,T C M LTD.  ,XT,Q,51.95,51.95,48.3,51.79,50,50.55,44,5357,271565,
524164,IOL CHEM PH ,A ,Q,467.45,475,467.25,468.65,469,466.75,1450,30282,14229046,
524174,KESAR PETRO ,XT,Q,11.91,11.91,11.91,11.91,11.91,12.15,221,44727,532698,
524200,VINATI ORG. ,A ,Q,1719.35,1724.95,1711,1718.5,1711,1712.1,1187,7984,13713861,
524202,LACTOSE(I)  ,XT,Q,119.9,127.05,118,124.4,125,121,144,19057,2341884,
524204,TEESTA AGRO ,XT,Q,94,94,94,94,94,95.55,5,249,23406,
524208,AARTI INDUST,A ,Q,622.85,630.9,615,616.35,616.35,619.65,1978,47867,29834356,
524210,PENTOKEY ORG,XT,Q,91,91,91,91,91,95.75,28,1124,102284,
524212,WANBURY LTD ,T ,Q,132,134.6,132,134.6,134.6,132,35,39766,5333408,
524218,RESONANCE   ,X ,Q,117.4,119.35,115.25,116.95,116.95,117.4,132,7033,824157,
524226,GUJ AMB EXP ,A ,Q,363,363,351.9,354.25,354.65,352.95,399,10602,3754919,
524230,RASHTR.CHEM.,A ,Q,170.8,172,168.2,169.1,169.1,170.1,2155,213024,36209795,
524238,GUJINJK     ,XT,Q,12.39,12.39,12.38,12.39,12.39,11.8,10,8125,100628,
524280,KOPRAN LTD. ,B ,Q,276.8,281.4,269.25,271.8,271.8,271.35,1437,47024,12991718,
524288,AIMCO PESTI.,X ,Q,128.45,128.45,124.65,125.25,125.6,126.2,100,8993,1130588,
524314,GUJ.TERC LAB,XT,Q,37.3,37.3,33.87,34.89,34.89,35.65,34,15293,534034,
524324,SEYAIND     ,T ,Q,23.84,23.84,23.84,23.84,23.84,23.38,6,700,16688,
524330,JAYANT AGRO ,B ,Q,277,282.8,268.7,276.1,276.1,274.75,1403,21782,6008703,
524332,BCLIL       ,B ,Q,73.1,74.03,73.1,73.29,73.29,73.1,1796,175074,12870997,
524336,SH.HARI CHEM,XT,Q,94.4,94.99,89.55,90,90,92.49,43,4622,427578,
524342,INDOBORAXC  ,B ,Q,215.35,215.95,210.25,211.25,211.25,214.25,356,4760,1011542,
524348,AARTI DRUGS ,A ,Q,518.35,522.5,517.1,521.1,521.1,518.25,2460,43659,22729269,
524370,BODAL CHEM  ,B ,Q,85.93,89.21,85.41,85.63,85.63,84.85,1361,139512,12186086,
524372,ORCHIDPHAR  ,B ,Q,759.1,769.25,752,759.25,759.25,757.45,1179,8987,6818509,
524394,VIMTA LABS  ,B ,Q,461,464.55,448.95,449.6,449.6,460.5,467,5497,2497743,
524396,BIOFIL CHEM ,B ,Q,60.24,60.36,58.27,58.48,58.32,59.06,167,6684,391724,
524400,ISHITA DRUGS,X ,Q,79.8,79.8,76.3,76.51,76.55,76.62,64,5154,398336,
524404,MARKSANS    ,A ,Q,164.15,165.5,162.55,163.1,163.1,162.85,1046,36190,5927363,
524408,UNIV.STARCH ,XT,Q,173,179,173,173.3,173.25,173.45,15,951,165312,
524412,AAREY DRUGS ,T ,Q,58.99,60.95,57,57.75,57,58.41,79,9980,582621,
524414,NORRIS MEDI.,X ,Q,16.18,17.19,16.18,16.71,17.17,16.18,66,3648,61074,
524434,ASIAN PETRO ,XT,Q,18.15,19.95,18.15,18.93,18.93,19.1,131,21250,398169,
524440,CAMEX LTD   ,X ,Q,39.1,39.1,37.2,37.74,37.75,38.42,67,7850,298043,
524444,EVEXIA      ,X ,Q,2.45,2.52,2.11,2.28,2.28,2.37,5013,10318310,24472969,
524458,INDOEURO    ,XT,Q,15.99,16.32,14.78,15.36,16.32,15.55,102,17975,275743,
524470,SYNCOM FORM.,B ,Q,16.6,16.7,16.21,16.37,16.37,16.55,4626,2194358,35942469,
524480,RIDHI SIDHI ,XT,Q,654.65,654.65,626,654.65,654.65,623.5,98,2308,1506568,
524488,SVCIND      ,XT,Q,4.45,4.45,4.45,4.45,4.45,4.54,70,34098,151736,
524494,IPCA LAB LTD,A ,Q,1159.75,1159.75,1128.9,1135.7,1135.45,1144.15,1188,14043,16007867,
524500,KILITCH DRUG,B ,Q,417.25,418.75,403.9,406.5,406.85,413.05,244,8144,3312444,
524502,RAAJMEDISAFE,P ,Q,49.51,49.51,49.51,49.51,49.51,47.16,7,1500,74265,
524506,CORAL LAB.  ,XT,Q,456.2,460.1,450.4,458.4,456,456.1,33,1076,488845,
524516,BACIL PHARMA,XT,Q,7.73,7.73,7.73,7.73,7.73,7.58,5,1615,12483,
524518,KREBS BIOCHM,B ,Q,80,81.5,78,81.1,81.21,78.67,281,8729,700110,
524520,KMC SHIL    ,B ,Q,99.4,101,96.32,96.51,96.51,98.57,1713,163810,16020298,
524522,LAFFANS PETR,X ,Q,49.85,49.85,45.51,47,47,47.2,41,2817,131095,
524534,BHASKAR AGRO,XT,Q,57.89,59.98,55.2,56.06,56.01,57.41,37,3239,183088,
524542,SUKJIT STRCH,B ,Q,593.05,593.55,586,590.7,593.2,585.2,432,4983,2937872,
524558,NEULAND LAB.,A ,Q,5450.05,5792.6,5450.05,5542.05,5545.65,5690.15,475,1195,6779116,
524564,GAYATRI BIO ,XT,Q,9.14,9.14,8.55,8.76,8.71,8.72,255,79795,699570,
